batch,train_loss,vali_loss,test_loss
100,0.6253438100218773,0.390694459537407,0.43466343538566204
200,0.37161413103342056,0.2863175648373443,0.31568860182972075
300,0.297436315715313,0.251136945246102,0.2790333886378966
400,0.2688729353249073,0.2333783172554784,0.261673889163905
500,0.2557122796773911,0.22288705098938633,0.2512555676248838
600,0.24222442733519006,0.21615595786602465,0.24437160199543215
700,0.2383454005420208,0.21097894361266842,0.23907492380097228
800,0.23452142074704171,0.20688695683107747,0.23458447949316516
900,0.22928912490606307,0.20310943486628594,0.23092291724381955
1000,0.22560785830020905,0.20009962420958977,0.2276449758301741
1100,0.22483065813779832,0.19724091693952486,0.22459178141452982
1200,0.2218410729458838,0.19552269268345523,0.2229847084238844
1300,0.21819482535123824,0.1942434659251919,0.2215309885312926
1400,0.21834818720817567,0.1932299609308119,0.22042778631051382
1500,0.2162805265188217,0.1921065817405651,0.21944342769166958
1600,0.21699320614337922,0.1908816536525627,0.2182485113541285
1700,0.21527468174695968,0.19002964821728793,0.2171688681503512
1800,0.21377397366244383,0.189486695380954,0.2165882220058321
1900,0.2137366934120655,0.18881646766291035,0.216088427406437
2000,0.21203671768307686,0.18840455970206818,0.21561453702314845
2100,0.21327194675803185,0.18808082094440212,0.2150748203385551
2200,0.21080466344952584,0.1872743342990999,0.2145495740872509
2300,0.21176696941256523,0.1869500931594279,0.2141119028974629
2400,0.21079779639840127,0.18674344056612485,0.213896078696041
2500,0.21208628877997399,0.186519396769536,0.21367773760414724
2600,0.21025935411453248,0.18662374050586256,0.2134372333310685
2700,0.21084704264998436,0.18598418886011298,0.2130935752541764
2800,0.21040728345513343,0.18569760256773465,0.21280368478418146
2900,0.21095968622427722,0.18566544237849,0.21257134972128477
3000,0.21029348880052567,0.18533166139930873,0.212492787519341
3100,0.20969185546040536,0.18540488396372115,0.21232615158242998
3200,0.20831202760338782,0.1852655281107147,0.21221355306652356
3300,0.20790213599801063,0.1853666410043642,0.21211465715237385
3400,0.21124012097716333,0.18505843061131316,0.21200230014774035
3500,0.2083696867434346,0.18504696155523326,0.21194880526020843
3600,0.21003536403179168,0.18477186967026105,0.21181443155561602
3700,0.207065232694149,0.1847394012011491,0.2117155336733884
3800,0.20964010134339334,0.18477408529876113,0.21166863840705943
3900,0.20866958931088447,0.18445131240727067,0.21156217935700086
4000,0.20921853953792202,0.18464261351467728,0.21153997306553823
4100,0.20972427532076834,0.18474048376083374,0.21149137766106324
4200,0.20963944345712662,0.18455263353013374,0.21143428887586174
4300,0.2078120690584183,0.18467913142272405,0.2113973451485424
4400,0.21034952402114868,0.18443583977686895,0.21135704303687475
4500,0.2060414470732212,0.18433790121759688,0.21133661813705973
4600,0.21051268139854074,0.1843904276172836,0.2112984779120991
4700,0.2090449295938015,0.18432529348057586,0.2112807500287422
4800,0.20772581830620765,0.18423043713941203,0.21125872227005987
4900,0.2082338386774063,0.18432078346029504,0.21123799869099502
5000,0.20878599286079408,0.18422734311648778,0.2112180749950169
5100,0.20784727677702905,0.18429978598247876,0.21119551098196762
5200,0.2061895569882442,0.18446438924058692,0.21118089144334853
5300,0.2087194436788559,0.18430056200399028,0.21117026822746926
5400,0.20804640263319016,0.184376105472639,0.211158424709578
5500,0.21057079508900642,0.18419867502404497,0.21114909592664466
5600,0.20813095092773437,0.18419623916799371,0.211137019144664
