batch,train_loss,vali_loss,test_loss
100,0.7545671239495277,0.41410425119102,0.46350879231352865
200,0.39155844539403917,0.29919423796236516,0.3363578446485378
300,0.31019854336977004,0.2583509586751461,0.2955227746271793
400,0.27789673924446107,0.2419395461678505,0.27828203822359626
500,0.26441486343741416,0.2335111977532506,0.2692842952631138
600,0.25291200826565424,0.23019538540393114,0.2642795865734418
700,0.25346698209643365,0.22731562554836274,0.2621111471527888
800,0.25315648660063744,0.22571966499090196,0.25991898122025126
900,0.2463926911354065,0.22317246813327074,0.2576229438001727
1000,0.2479280498623848,0.22209696061909198,0.2560288514252062
1100,0.24389729008078576,0.22032110430300236,0.25497271488478157
1200,0.24175823777914046,0.22007119376212358,0.254107118020823
1300,0.2446068413555622,0.21849742513149978,0.25318722022168433
1400,0.23973857149481773,0.21846406143158675,0.2522670341494643
1500,0.24101708486676215,0.21757506318390368,0.2517480652457402
1600,0.24125721096992492,0.2172379048541188,0.25193642383372344
1700,0.2364862108230591,0.21706393901258708,0.2498950841434208
1800,0.23716469440195295,0.21643672231584787,0.24938402886008038
1900,0.23693328559398652,0.2165012551471591,0.24901942237291808
2000,0.2343944838643074,0.21463851686567068,0.24740664302198975
2100,0.2352125635743141,0.21218823809176685,0.24469442821947146
2200,0.23024739399552346,0.20718921031802892,0.2389105260372162
2300,0.22243454307317734,0.2006849806755781,0.2327501172268832
2400,0.21898420721292497,0.19710824228823184,0.2291107129903487
2500,0.21493719041347503,0.1930578025057912,0.22488575989817394
2600,0.21201963871717452,0.19014315623790026,0.22155480243173648
2700,0.2088778954744339,0.18704026639461518,0.21885222831258067
2800,0.20399286106228828,0.18431079126894473,0.21620376785228282
2900,0.19842148810625077,0.18254723343998194,0.2140875283950641
3000,0.20068094700574876,0.1819843389093876,0.2133583347370595
3100,0.20038320258259773,0.18055845368653536,0.21191818552252686
3200,0.1984809508919716,0.17944165859371425,0.21110147311363692
3300,0.19644970789551736,0.17827884424477816,0.20974013126558727
3400,0.19618686884641648,0.17733988538384438,0.2090914766361684
3500,0.19473114851862192,0.17679774090647699,0.20854878738338564
3600,0.1960371245443821,0.17628461252897978,0.2080373681253857
3700,0.19484552443027497,0.1758690442889929,0.20763478170574448
3800,0.19046541020274163,0.17602943852543831,0.20719469890550332
3900,0.192603969424963,0.17525251097977163,0.20688396167975884
4000,0.1877588987350464,0.17499387301504613,0.2064093486578376
4100,0.1916745726764202,0.17463680300861598,0.20619360826633595
4200,0.19267156168818475,0.17453288268297912,0.2061003272732099
4300,0.19146706834435462,0.17440133225172758,0.2058210716939267
4400,0.19064213678240777,0.17405719663947822,0.20556911458203822
4500,0.1924732606112957,0.173673939332366,0.20540267468234638
4600,0.19217571541666983,0.17400585915893316,0.2052384212061211
4700,0.1908072590827942,0.17385161835700275,0.20515483259050935
4800,0.1921841658651829,0.17415657509118318,0.20506291303001803
4900,0.19009225562214851,0.17371328193694352,0.20498575812872546
5000,0.191693789511919,0.17344559654593467,0.20490281927732773
5100,0.18883998736739158,0.17364058829843998,0.20485413736767238
5200,0.19075714371034078,0.17367241866886615,0.20480664755091255
5300,0.1887871354818344,0.17329712584614754,0.20470330128331243
5400,0.1905027711391449,0.17340172529220582,0.20465948662640135
5500,0.19033564165234565,0.1730548596009612,0.2045546285348174
5600,0.19064622282981872,0.1731468865647912,0.20453266689070948
5700,0.19144822478294374,0.1732708429917693,0.2044809149739183
