batch,train_loss,vali_loss,test_loss
100,0.5506486764550209,0.3054243048032125,0.35779099649106955
200,0.33851932257413864,0.2672099868456523,0.3175418247849169
300,0.3121823635697365,0.25903959249456726,0.307184593778261
400,0.3045868960022926,0.2558692785600821,0.3047292039427959
500,0.3001546189188957,0.25464376335342725,0.29999720389154594
600,0.29433437407016755,0.2555598750710487,0.29668791623602453
700,0.28932497441768645,0.2611563831567764,0.3009723181455908
800,0.27935305461287496,0.2572107215722402,0.29195752519537027
900,0.2701713548600674,0.26876959999402367,0.2959524768758828
1000,0.26380643650889396,0.2528295156856378,0.28187073179533784
1100,0.2597757004201412,0.24899949481089909,0.2829971886436704
1200,0.2547707769274712,0.2656992996732394,0.29445513600194956
1300,0.2533462376892567,0.25513215983907384,0.28644587288440115
1400,0.24885383427143096,0.2569777324795723,0.2915951191959247
1500,0.2451924377679825,0.2526272900402546,0.2853197768120698
1600,0.24520103886723518,0.25431631207466127,0.288747064349517
1700,0.23950186431407927,0.2528570262094339,0.29161832250759634
1800,0.24005010962486267,0.24854092076420783,0.2882027043633058
1900,0.23912636384367944,0.2487623818218708,0.2882610498599603
2000,0.23772385224699974,0.2457975670695305,0.2839289809196768
2100,0.2366652911901474,0.25286642958720523,0.2899848501866972
2200,0.23704432874917983,0.25295603399475414,0.29365170694572823
2300,0.23478120759129525,0.24794080232580504,0.28623561477157433
2400,0.23524197533726693,0.2480894019206365,0.28444049496885754
2500,0.23198373034596442,0.2467257892092069,0.29019066030290763
2600,0.23331719860434533,0.2455639330049356,0.2865184014531928
2700,0.23454607278108597,0.24391055727998415,0.28814117893786495
2800,0.23311983287334442,0.24667122289538385,0.28845432117371494
2900,0.2308139632642269,0.24740917086601258,0.28829837852800394
3000,0.23204852804541587,0.24435261264443398,0.287679217545919
3100,0.23066832467913628,0.24529174144069354,0.2871530048654113
3200,0.23114328905940057,0.2459907700618108,0.2852129207950243
3300,0.23101866975426674,0.24701594635844232,0.28894854473396087
3400,0.23088314190506934,0.24360628525416056,0.28492483591109935
3500,0.23010901510715484,0.24529612908760706,0.2867939902443281
3600,0.22825377240777014,0.24514292826255163,0.2863888447763215
3700,0.23038090154528618,0.2435826450586319,0.285806735951296
3800,0.22822538018226624,0.24488151197632155,0.28837613604018386
3900,0.22856013089418412,0.2450892354051272,0.28605690923794896
4000,0.2296491278707981,0.24405529449383417,0.2847522625201185
4100,0.23042850613594054,0.24352444981535276,0.2862673077574918
4200,0.22901494115591048,0.2431768722832203,0.2855572289144489
4300,0.22803090170025825,0.24404319648941358,0.28755423143296177
4400,0.22765690430998803,0.2448373151322206,0.2859575479802951
4500,0.22824958175420762,0.242214601735274,0.2850187277080308
4600,0.22957455918192862,0.2439708575606346,0.28601268269646335
4700,0.228119338452816,0.24377398192882538,0.2866545117027323
4800,0.2278411491215229,0.24468408251802126,0.2861065830982907
4900,0.22756611242890357,0.24315003405014673,0.2846852794919216
5000,0.22978245854377746,0.24303538749615353,0.2850131541490555
5100,0.2282904252409935,0.24246891364455223,0.2850092494151962
5200,0.22856696844100952,0.24357475563883782,0.286399390391061
5300,0.22735018745064736,0.2427567812303702,0.28560070819418193
5400,0.2274924772977829,0.2426929511129856,0.28560567573762274
5500,0.22701939418911934,0.24246300707260768,0.28482255969249026
